57,65,loss,107
74,26,win,112
20,48,loss,107
70,40,win,93
68,51,loss,107
37,20,win,93
45,27,loss,107
27,65,win,93
26,57,loss,107
37,54,loss,107
45,70,win,93
40,70,loss,101
44,56,win,100
69,70,win,93
56,51,loss,101
37,38,win,100
25,28,loss,93
34,24,win,93
35,52,loss,101
25,27,loss,93
54,44,win,93
34,57,loss,101
57,72,win,101
52,56,win,102
70,27,win,101
26,57,loss,101
26,38,win,93
65,26,win,93
37,65,win,101
51,44,win,93
70,43,win,93
25,24,win,101
65,25,loss,101
45,25,loss,101
68,52,loss,93
52,24,win,93
56,43,win,93
69,43,win,93
69,72,loss,101
20,25,win,93
27,72,win,101
35,57,win,93
43,68,win,101
37,54,win,93
74,65,loss,103
57,74,win,101
56,44,win,93
54,51,win,93
68,51,win,103
70,48,win,101
48,26,win,93
48,38,win,93
43,20,loss,101
20,56,win,101
52,45,win,101
69,44,win,103
65,44,loss,101
70,25,win,101
54,27,win,93
20,34,win,103
45,52,loss,93
72,34,loss,101
26,70,loss,101
57,25,loss,103
34,44,loss,101
74,27,loss,101
72,68,win,103
44,68,win,101
25,74,win,103
40,54,win,101
24,25,loss,104
43,26,win,101
74,27,loss,103
69,44,tie,104
44,51,win,103
35,28,win,104
26,51,loss,104
45,44,loss,103
57,44,win,104
68,38,win,103
28,56,win,104
69,52,tie,104
43,57,loss,93
69,38,tie,104
34,69,win,104
20,48,win,103
35,54,loss,104
70,72,loss,93
25,43,loss,103
56,25,loss,104
45,27,loss,104
56,35,loss,104
43,74,tie,105
43,25,win,104
65,69,loss,103
48,37,loss,104
35,37,loss,104
68,28,tie,105
57,69,win,103
72,57,tie,105
74,70,loss,104
70,26,win,103
74,56,loss,104
69,20,loss,105
70,48,win,103
74,72,loss,105
54,37,loss,103
20,74,win,105
24,25,win,103
34,57,loss,93
20,28,loss,107
70,72,loss,107
37,43,win,93
72,34,loss,107
35,37,loss,107
65,45,win,93
48,54,loss,107
25,54,loss,93
69,20,win,107
69,20,loss,93
70,34,loss,107
28,43,win,93
43,24,loss,107
51,27,tie,107
52,35,win,107
54,20,loss,107
44,28,loss,107
57,65,win,93
43,37,loss,107
37,28,win,107
34,28,win,107
28,38,loss,107
57,48,win,107
40,72,loss,114
37,20,win,114
27,68,win,117
57,38,win,118
28,37,loss,114
34,35,win,115
52,27,win,117
56,52,win,114
24,57,loss,115
28,57,loss,114
48,56,win,117
51,68,win,118
26,24,loss,114
44,37,loss,94
51,40,win,94
27,26,win,94
44,27,loss,94
28,37,loss,93
25,65,loss,94
20,48,win,93
34,68,loss,94
51,68,win,93
40,20,loss,94
52,65,loss,94
65,44,win,93
68,45,win,94
37,72,win,94
74,20,loss,93
40,44,win,94
26,35,loss,94
52,74,win,93
69,54,loss,93
26,38,tie,94
26,43,win,94
74,70,win,93
37,57,win,94
24,34,win,94
40,48,win,95
52,54,loss,94
65,51,win,94
27,70,win,94
26,51,loss,93
68,54,tie,95
57,69,loss,94
28,27,loss,93
38,37,loss,93
70,37,loss,94
69,38,win,95
69,65,loss,94
34,52,win,95
27,72,win,94
69,54,win,95
24,51,win,94
65,69,loss,95
28,70,win,94
56,37,loss,95
68,72,loss,95
44,43,tie,93
51,43,loss,105
24,45,win,93
24,54,tie,105
24,54,loss,93
37,45,loss,103
57,45,win,93
45,72,loss,105
37,70,loss,105
69,38,win,103
69,24,win,93
25,72,win,105
52,34,loss,103
24,38,tie,105
52,44,win,93
72,35,win,103
44,25,loss,105
40,72,win,103
35,25,loss,105
24,27,loss,93
70,68,win,105
27,74,loss,93
24,74,loss,93
20,44,win,105
44,45,loss,93
52,27,loss,103
57,56,win,93
44,24,loss,93
51,43,loss,103
40,54,win,105
25,44,win,93
54,43,loss,103
54,45,tie,106
52,28,win,93
43,45,win,103
35,20,loss,105
25,37,loss,93
74,34,loss,106
44,54,win,103
48,24,loss,107
26,54,win,103
56,34,win,105
38,20,loss,103
43,38,win,105
40,68,win,103
26,57,win,105
27,26,loss,105
57,70,win,93
52,69,loss,103
43,26,win,107
24,68,tie,105
35,24,win,93
51,27,loss,103
40,74,win,107
54,45,win,93
65,43,win,105
48,37,loss,93
68,74,loss,103
28,51,win,93
27,20,loss,107
68,54,tie,105
68,25,loss,93
40,52,win,103
40,27,win,105
72,25,loss,107
51,56,loss,103
24,51,tie,105
44,24,loss,105
34,69,loss,103
35,74,win,107
25,28,win,105
68,57,loss,108
34,35,loss,103
28,24,tie,105
25,48,loss,103
26,70,win,105
72,34,win,103
27,37,tie,105
25,69,loss,93
27,48,loss,103
20,44,win,107
37,20,win,105
69,48,loss,108
51,44,loss,109
35,65,loss,103
68,57,tie,105
35,69,win,107
44,28,loss,108
56,74,win,103
48,37,win,105
20,65,win,107
48,65,loss,105
69,54,win,94
45,56,win,94
34,68,win,95
56,54,loss,94
25,70,loss,95
44,35,loss,94
27,37,loss,95
24,40,loss,94
35,48,win,94
45,24,win,95
68,74,win,94
20,72,win,93
38,45,win,95
52,72,loss,94
70,40,win,95
51,40,loss,93
40,51,win,95
26,35,loss,93
44,25,win,94
34,48,win,95
74,20,loss,94
20,28,win,95
28,45,loss,94
28,37,loss,95
20,28,win,94
51,74,win,95
69,38,tie,94
74,65,loss,95
52,27,win,93
43,72,win,94
44,27,win,95
20,45,win,93
35,68,win,95
28,51,loss,95
25,57,loss,93
52,69,tie,94
74,28,tie,94
51,57,loss,95
45,40,loss,93
72,48,win,95
20,25,win,94
45,27,loss,93
54,44,tie,105
57,27,win,107
35,52,win,103
65,38,win,105
51,40,loss,107
70,52,loss,93
74,54,win,93
51,52,loss,107
20,43,win,93
70,52,loss,107
51,25,win,93
25,56,loss,107
72,52,loss,107
25,52,loss,107
57,26,win,93
72,37,win,107
52,69,win,93
24,38,loss,107
69,26,loss,107
51,35,loss,107
34,44,loss,107
51,43,loss,107
57,43,loss,107
38,72,loss,107
56,48,win,107
48,72,loss,107
24,35,win,113
56,40,loss,93
57,38,win,93
68,56,loss,107
74,65,tie,113
28,70,loss,107
72,45,loss,107
74,48,win,93
56,27,win,107
48,54,loss,93
20,65,win,113
38,37,loss,107
38,44,win,93
37,26,loss,107
34,43,win,93
56,34,win,113
35,57,win,107
40,44,win,107
56,69,win,107
57,40,loss,107
34,38,tie,113
68,44,loss,93
34,24,win,107
65,40,win,93
34,26,win,93
56,26,win,107
48,65,win,114
52,34,win,93
25,28,win,107
40,72,loss,93
68,38,win,113
38,48,win,107
43,40,loss,93
48,52,loss,107
34,74,loss,93
28,65,loss,107
56,24,loss,93
52,72,win,93
54,43,win,114
34,20,loss,107
28,56,loss,107
26,44,win,114
57,51,win,107
72,35,loss,107
68,72,loss,114
28,45,loss,107
25,45,loss,114
43,27,win,107
20,25,win,114
74,38,loss,114
26,34,loss,107
35,44,loss,107
72,57,win,107
26,43,loss,114
20,74,loss,107
25,20,loss,107
37,56,loss,107
26,52,loss,107
44,43,loss,107
25,70,loss,114
65,68,loss,107
54,20,win,93
37,40,loss,107
51,74,loss,93
74,56,tie,114
25,44,win,107
40,27,loss,114
27,70,loss,107
65,28,win,94
48,70,win,93
38,26,loss,95
56,65,loss,94
26,28,loss,93
70,27,win,95
51,56,loss,95
72,26,loss,95
37,43,tie,95
51,52,loss,95
45,72,loss,95
54,26,loss,95
44,43,loss,95
43,40,win,95
45,26,loss,93
57,54,win,95
51,45,loss,95
37,69,loss,95
24,20,loss,93
25,54,win,95
25,45,win,93
52,37,loss,95
20,45,win,95
37,20,win,95
43,48,win,95
20,57,win,93
34,37,loss,93
74,70,loss,95
34,38,win,93
27,57,loss,95
27,68,win,93
24,74,win,95
25,34,loss,95
65,27,win,95
72,27,loss,93
69,44,win,93
56,70,win,93
70,68,win,93
72,65,win,93
52,40,win,93
34,48,loss,93
68,45,loss,93
34,65,loss,93
69,56,win,93
68,56,win,93
37,26,win,93
57,52,loss,93
43,35,loss,93
35,40,win,93
28,34,win,93
70,34,loss,93
74,26,win,93
43,45,loss,93
28,57,win,93
37,24,win,93
20,68,win,93
28,65,win,93
54,70,win,93
35,26,win,97
35,51,loss,97
28,70,loss,97
56,54,loss,93
56,34,win,97
56,28,win,97
51,37,loss,97
34,72,win,108
35,37,loss,109
57,43,loss,103
56,20,win,105
27,43,loss,105
43,48,win,107
26,40,loss,103
72,34,win,93
51,26,loss,109
52,54,win,105
74,44,loss,109
40,20,win,107
26,51,win,103
70,72,win,109
24,43,win,93
69,37,win,103
70,40,loss,107
48,37,win,103
27,68,win,109
43,28,win,107
57,68,loss,103
70,40,tie,106
51,43,loss,109
34,54,win,103
45,51,win,106
40,25,loss,109
37,51,tie,106
37,35,loss,103
56,45,win,93
34,28,win,109
74,54,tie,106
72,45,win,93
56,28,loss,93
40,35,loss,114
20,57,loss,114
56,52,win,107
45,20,loss,107
65,38,win,93
54,57,tie,107
70,37,loss,115
48,35,loss,107
37,45,win,107
68,24,loss,93
68,51,tie,113
20,34,tie,113
35,56,win,115
54,20,loss,114
20,70,win,93
74,26,loss,114
37,54,win,116
68,44,loss,114
34,52,win,114
24,28,tie,116
72,48,win,93
38,35,loss,93
45,27,loss,114
57,45,win,114
54,70,win,114
38,24,loss,114
54,35,win,114
54,56,win,114
51,52,win,114
45,20,loss,114
28,48,win,114
38,70,win,115
65,25,win,114
40,20,loss,114
68,44,loss,115
56,37,loss,114
56,27,loss,114
26,38,loss,115
37,56,win,93
45,51,win,103
35,28,loss,109
65,44,win,110
72,57,win,93
43,38,win,109
65,68,win,93
51,40,loss,109
54,24,loss,103
52,44,win,106
43,72,win,107
51,37,loss,109
57,44,win,103
57,37,win,106
35,28,loss,93
68,70,win,107
28,34,loss,110
45,74,tie,106
72,56,win,93
24,20,win,103
40,69,win,109
45,48,win,107
52,43,loss,106
37,24,win,109
69,24,loss,103
44,69,win,110
35,70,loss,109
25,43,win,93
74,69,win,107
28,74,win,103
72,74,tie,106
70,37,loss,109
25,68,win,107
65,35,loss,93
68,70,loss,110
68,34,loss,109
68,24,tie,106
74,37,loss,107
38,70,loss,109
40,38,win,110
20,51,win,93
48,34,loss,106
24,70,win,107
20,44,win,103
51,34,loss,109
25,51,tie,106
45,28,win,110
27,44,win,107
45,70,loss,109
52,54,tie,106
51,54,loss,103
72,35,loss,110
37,25,loss,109
44,45,loss,107
26,70,loss,106
26,72,win,109
48,65,loss,107
44,25,loss,110
28,45,win,103
65,74,win,106
38,51,win,103
65,68,win,106
52,74,win,107
37,20,loss,110
72,52,tie,106
26,28,win,109
35,44,loss,109
54,34,loss,106
69,48,loss,109
44,45,loss,106
48,74,win,111
70,72,win,110
28,54,win,107
35,56,win,111
70,57,loss,107
40,70,loss,109
51,20,loss,103
38,28,loss,93
43,34,win,107
70,40,win,114
56,20,loss,93
40,72,win,107
54,40,win,93
45,56,win,114
24,57,win,107
52,48,win,93
26,45,loss,107
70,65,win,114
38,25,win,107
65,51,win,93
43,54,win,107
70,25,loss,93
38,69,win,107
28,45,win,93
68,52,win,114
74,26,win,107
56,48,loss,115
65,35,loss,114
27,34,loss,93
34,56,win,114
74,56,loss,107
51,37,loss,115
25,34,loss,114
54,69,win,107
38,45,loss,114
56,27,loss,93
43,51,win,115
44,48,win,113
68,52,loss,107
74,72,win,93
48,72,loss,114
27,25,loss,107
72,44,win,93
38,52,win,114
35,69,win,115
44,57,loss,93
54,25,loss,107
40,37,loss,93
34,52,loss,107
35,43,win,114
24,27,loss,107
24,51,win,115
26,68,win,114
51,25,loss,107
25,27,loss,114
68,27,loss,115
37,51,tie,113
37,52,loss,107
68,65,loss,114
65,74,win,115
69,28,loss,114
69,25,win,107
27,65,loss,107
68,69,loss,114
74,38,loss,107
65,27,win,115
65,69,win,97
48,70,loss,97
48,74,tie,97
26,24,loss,93
74,51,loss,97
28,37,loss,97
24,72,loss,93
38,35,loss,97
43,74,win,97
52,43,loss,97
28,48,win,93
45,35,loss,93
24,20,loss,97
35,74,loss,93
57,51,win,97
74,56,win,93
34,38,win,97
20,40,win,93
35,52,loss,97
56,25,win,98
68,69,loss,93
27,72,win,97
38,24,loss,93
68,27,tie,97
48,24,win,93
38,43,loss,97
65,56,win,97
37,69,win,93
51,52,loss,98
65,40,loss,97
38,25,loss,97
51,69,loss,93
48,65,loss,98
20,26,win,97
72,26,win,93
70,74,win,97
70,38,loss,93
40,28,win,97
70,38,win,98
25,40,loss,97
43,40,win,99
48,57,loss,97
26,38,win,99
25,56,win,97
68,74,tie,97
26,70,loss,97
54,25,loss,98
44,28,win,99
68,56,loss,98
20,51,win,97
70,37,loss,99
56,74,tie,97
74,57,loss,97
72,37,loss,97
45,34,win,98
43,68,win,99
74,44,loss,97
24,44,loss,98
38,26,tie,97
20,51,win,99
51,45,tie,97
25,44,win,97
28,70,loss,99
26,37,loss,98
40,24,win,97
52,40,loss,97
20,35,loss,99
37,52,win,93
26,48,tie,98
26,44,loss,97
65,56,win,99
44,74,win,98
20,43,loss,97
25,27,loss,99
27,37,win,98
54,72,loss,99
68,57,loss,97
43,48,loss,93
57,54,win,97
37,68,win,93
51,72,tie,97
37,69,win,99
51,28,loss,98
24,56,win,97
48,28,win,99
24,48,tie,97
35,70,loss,98
27,38,tie,97
34,65,loss,99
38,72,tie,97
34,72,win,98
25,57,loss,99
25,34,win,97
45,74,tie,97
45,70,loss,99
26,44,loss,98
57,37,loss,97
54,65,win,93
26,25,loss,97
35,34,loss,99
74,48,tie,98
43,74,loss,93
28,35,loss,97
43,72,loss,93
72,43,win,98
24,43,loss,97
25,43,win,107
48,69,loss,110
35,52,loss,93
69,35,loss,106
69,20,loss,103
24,45,win,109
51,57,loss,106
72,68,loss,110
27,44,tie,106
34,57,loss,103
28,43,loss,106
43,38,win,106
26,74,win,103
48,68,loss,107
25,68,tie,106
74,43,loss,110
34,26,loss,103
52,74,tie,106
34,69,loss,107
68,48,win,110
56,65,win,103
26,72,tie,106
25,65,win,107
74,70,loss,106
57,43,win,109
56,34,win,103
56,69,loss,110
52,69,win,107
54,72,win,109
48,28,tie,106
43,28,win,98
68,27,loss,98
45,65,loss,99
74,20,loss,98
38,44,loss,98
35,45,win,99
34,74,loss,99
35,37,loss,98
27,43,loss,106
70,20,loss,111
65,26,win,110
43,72,win,103
69,48,tie,106
24,28,loss,107
26,56,loss,93
24,45,loss,106
43,65,loss,110
45,40,win,109
38,52,tie,106
25,48,loss,93
70,57,win,103
51,44,win,107
37,34,win,109
52,35,loss,111
68,72,tie,106
65,34,loss,103
35,54,loss,109
45,27,win,106
54,24,win,107
48,37,loss,110
52,54,win,93
45,52,tie,106
44,70,loss,103
54,35,win,111
45,69,win,107
56,72,win,109
70,54,win,110
68,48,loss,93
72,70,loss,106
65,68,loss,103
57,37,loss,93
70,51,loss,110
43,51,loss,93
52,70,loss,111
44,35,win,103
54,57,loss,110
70,40,loss,103
44,57,win,111
52,27,loss,109
44,43,loss,110
52,43,win,107
27,37,loss,109
74,72,loss,103
52,45,win,107
68,40,loss,93
20,52,loss,109
70,65,win,110
26,68,loss,103
44,48,loss,93
44,57,loss,107
69,27,win,109
72,34,loss,110
44,27,loss,93
68,44,loss,103
70,27,win,109
57,52,win,111
37,45,win,93
40,56,win,110
37,69,win,107
56,28,win,109
28,40,loss,107
74,35,loss,110
70,54,win,109
56,25,loss,93
43,56,loss,111
72,40,loss,109
20,68,win,103
27,74,win,107
65,69,win,107
34,70,win,109
56,38,loss,114
40,35,win,107
44,35,loss,93
26,28,loss,114
45,51,win,113
34,69,win,115
65,24,loss,114
52,28,loss,107
68,54,loss,93
38,28,loss,114
38,69,loss,93
43,35,win,107
37,26,win,114
54,35,loss,115
20,51,loss,107
51,57,loss,114
70,43,loss,107
52,20,win,115
44,68,loss,107
44,25,loss,114
68,69,loss,107
34,25,loss,93
26,56,win,114
72,65,loss,107
69,57,loss,93
65,35,loss,107
20,40,tie,113
27,38,win,114
51,72,loss,107
34,74,win,115
24,40,win,93
25,26,loss,114
43,24,loss,114
70,34,win,114
24,25,win,114
57,26,win,114
40,38,win,93
25,28,loss,114
35,69,win,93
35,37,loss,114
65,35,loss,115
35,52,loss,117
48,74,tie,114
72,54,win,115
37,57,loss,114
40,48,win,114
26,51,loss,117
28,44,win,114
40,51,win,115
74,26,tie,117
27,65,win,114
34,24,win,115
43,20,loss,114
65,45,win,115
72,26,win,114
56,54,tie,97
52,44,loss,98
57,52,loss,99
54,52,loss,97
43,26,win,99
51,27,loss,99
52,72,win,97
20,45,win,99
57,70,loss,97
38,45,loss,93
43,70,win,99
44,43,win,98
40,65,loss,99
48,35,loss,97
57,34,win,99
27,25,loss,97
74,69,win,99
27,72,loss,98
54,26,tie,97
28,74,loss,99
52,37,loss,99
20,26,win,98
24,27,loss,99
51,34,loss,97
35,57,win,97
74,26,loss,98
40,37,loss,99
38,25,loss,98
24,28,tie,99
70,65,loss,93
20,28,win,99
65,38,win,99
37,56,win,97
44,28,win,98
52,56,win,99
25,54,win,97
43,74,win,99
70,38,win,97
24,48,win,110
45,37,loss,109
51,56,loss,111
44,26,loss,93
56,68,loss,103
24,70,loss,109
51,48,win,107
20,26,win,93
34,74,win,109
48,37,loss,107
26,54,win,111
48,65,win,103
20,26,win,109
74,48,win,107
74,48,win,110
69,28,win,109
40,38,win,107
24,43,win,111
34,28,loss,103
54,48,win,110
51,28,win,107
35,27,loss,111
68,28,loss,103
74,24,loss,107
57,72,win,109
57,37,win,103
45,74,win,107
24,68,win,107
45,56,win,109
65,70,loss,103
45,28,win,109
57,69,win,107
51,68,win,110
27,37,win,103
54,68,win,107
52,43,loss,103
68,24,win,110
74,56,loss,109
24,52,loss,110
35,20,loss,103
25,48,win,109
70,74,win,107
48,38,win,103
37,68,win,107
54,72,win,107
24,26,win,103
54,44,loss,109
52,20,win,107
69,35,win,109
40,43,win,103
48,34,loss,109
34,38,loss,107
51,69,loss,103
40,24,win,107
28,35,win,107
26,70,win,93
69,72,loss,109
26,44,win,107
35,72,loss,93
20,43,win,109
20,28,win,93
26,51,loss,107
68,52,win,103
20,43,loss,107
69,26,win,93
24,72,win,112
40,27,win,107
25,57,loss,109
24,38,win,103
34,48,win,107
48,51,loss,109
72,54,loss,112
45,35,win,107
24,68,loss,109
48,65,win,93
35,40,win,103
69,28,loss,107
65,27,win,109
24,57,loss,93
70,69,win,107
74,37,loss,109
72,52,win,103
52,24,win,107
25,51,win,109
48,65,loss,109
25,74,win,107
20,28,win,112
48,38,win,109
70,38,loss,107
56,69,win,109
20,65,win,103
38,35,win,107
20,54,win,109
51,37,loss,107
44,40,win,103
25,35,win,112
69,48,win,107
52,25,loss,103
20,25,loss,98
56,40,loss,97
68,37,loss,98
51,25,loss,97
37,48,win,99
24,57,loss,99
37,35,win,97
69,45,loss,99
37,65,loss,99
65,28,win,99
45,27,loss,99
27,40,win,93
38,28,tie,97
65,43,win,93
54,43,loss,97
24,52,loss,99
25,70,loss,97
34,20,loss,99
54,43,win,93
35,24,win,97
70,38,win,99
74,24,tie,97
45,54,tie,99
57,40,loss,97
26,74,loss,99
74,38,win,99
43,25,win,99
56,26,loss,99
44,45,win,97
35,72,loss,99
35,68,win,97
72,37,loss,99
68,40,loss,97
52,48,win,97
44,43,loss,99
24,37,loss,99
72,56,win,97
38,40,loss,99
27,65,loss,99
51,27,tie,97
35,24,win,99
40,54,win,97
72,48,win,99
74,26,tie,97
72,54,loss,93
57,51,win,99
52,56,win,97
27,48,win,107
45,65,loss,110
65,43,win,109
24,20,loss,107
40,65,win,103
25,69,win,103
43,28,win,112
40,48,win,107
51,35,loss,103
37,70,win,93
72,74,loss,107
70,65,win,109
68,38,tie,112
45,34,win,107
56,28,win,112
26,56,loss,103
27,34,loss,107
48,25,loss,107
25,35,win,103
65,37,loss,107
20,56,win,112
74,45,win,103
54,35,win,112
72,27,win,107
25,54,win,103
20,57,win,109
54,65,loss,107
34,37,win,103
44,48,win,112
70,43,loss,103
68,20,loss,107
72,44,win,109
54,20,loss,103
44,69,win,112
69,27,win,107
40,44,win,109
56,27,loss,103
26,54,loss,107
74,44,loss,103
25,70,loss,103
48,74,loss,112
34,38,win,103
56,48,loss,103
68,25,loss,103
35,28,loss,112
54,72,loss,103
20,48,win,112
72,56,loss,103
35,56,loss,103
26,44,loss,112
69,45,win,103
70,52,win,103
25,45,win,107
40,25,loss,103
37,20,win,103
56,24,loss,103
48,70,loss,107
40,25,win,110
26,27,loss,103
51,26,win,112
45,40,loss,110
72,68,win,107
48,40,loss,103
52,51,win,112
45,68,win,110
43,40,loss,107
28,40,loss,103
65,51,win,107
35,65,loss,112
70,28,win,103
38,43,loss,107
48,27,loss,110
56,25,win,112
69,28,loss,103
48,54,loss,112
35,34,loss,107
57,26,loss,103
40,28,loss,112
57,48,win,110
37,44,loss,103
52,34,win,115
25,24,loss,93
45,72,loss,114
44,54,loss,107
37,44,win,93
52,65,loss,114
26,43,win,93
20,51,win,115
70,27,loss,114
65,72,win,99
27,26,win,93
57,26,tie,97
48,40,loss,99
25,72,win,97
25,28,tie,99
37,40,loss,97
69,72,loss,93
28,37,loss,99
70,52,win,97
69,74,loss,93
54,34,loss,99
70,20,loss,99
40,43,loss,97
54,44,loss,99
38,24,win,97
40,69,win,99
70,43,loss,97
51,34,loss,93
48,25,loss,99
74,40,loss,97
65,24,win,99
57,25,loss,97
56,25,loss,99
26,24,tie,97
38,45,loss,99
37,45,win,97
51,48,loss,99
26,27,tie,97
38,56,loss,99
54,74,tie,97
40,20,loss,99
51,38,tie,97
38,27,loss,99
51,26,win,97
45,51,loss,93
48,52,loss,99
26,40,loss,99
69,54,tie,99
48,68,tie,97
26,65,loss,99
26,34,loss,99
48,56,win,93
43,57,loss,99
70,26,win,99
27,34,loss,97
40,27,loss,99
28,27,tie,97
74,40,win,93
68,34,loss,99
54,69,tie,97
20,44,win,93
35,26,loss,99
20,35,loss,97
44,69,win,99
57,51,win,93
45,26,loss,99
56,40,loss,99
54,35,win,93
65,34,win,97
54,68,win,99
65,43,loss,97
35,37,loss,99
28,43,loss,97
48,44,loss,97
43,54,loss,99
38,43,loss,99
26,43,loss,97
74,35,loss,99
56,70,loss,97
37,68,win,99
45,74,loss,99
72,34,loss,99
28,40,loss,99
48,54,win,99
70,25,loss,99
44,35,win,99
51,52,loss,99
57,74,win,99
28,38,loss,99
65,48,win,99
74,28,win,93
24,51,win,93
45,48,loss,93
68,38,loss,93
38,74,loss,93
20,38,win,93
40,48,loss,93
34,45,win,93
27,70,win,93
48,35,win,93
65,20,loss,93
26,54,loss,93
51,54,win,107
34,57,win,109
35,43,loss,112
56,35,win,107
20,54,win,112
24,43,win,103
34,45,win,103
54,38,loss,110
45,57,loss,110
74,69,win,110
48,24,loss,112
51,56,win,93
38,44,win,107
24,20,loss,112
45,43,win,107
40,56,win,109
69,34,win,93
54,56,loss,112
57,68,win,107
34,44,win,93
20,68,win,112
70,28,loss,93
35,54,win,107
48,25,loss,113
44,72,loss,115
48,26,win,114
38,72,loss,114
34,54,loss,114
24,43,loss,115
74,34,loss,114
26,44,loss,113
35,45,loss,114
69,20,loss,115
40,52,win,114
28,34,loss,115
44,52,win,114
24,68,win,114
48,25,win,115
72,37,loss,114
44,24,loss,114
56,68,tie,114
27,34,win,114
37,52,win,115
35,27,loss,93
68,20,loss,99
26,43,loss,103
68,34,loss,93
35,70,win,107
37,27,loss,107
72,34,win,112
51,72,loss,103
35,26,win,107
40,44,win,93
51,70,loss,112
45,34,win,109
28,26,win,107
51,57,loss,109
69,25,loss,112
38,35,loss,110
54,38,win,109
20,38,loss,107
69,57,loss,112
38,24,win,110
72,24,loss,107
52,69,win,110
70,51,loss,93
68,43,loss,107
27,68,loss,107
57,34,loss,110
24,28,loss,112
74,51,loss,107
25,20,loss,110
28,44,loss,112
44,52,loss,110
56,24,win,107
74,70,loss,112
26,52,loss,110
72,56,win,91
43,24,loss,91
25,45,loss,91
34,45,win,91
24,35,win,107
51,70,win,107
43,68,tie,93
37,24,win,110
45,24,win,107
45,56,win,112
44,48,loss,107
24,34,loss,110
24,28,loss,93
20,70,loss,112
72,26,win,107
48,52,win,109
51,72,loss,93
69,57,win,109
20,57,loss,110
35,20,loss,93
68,43,loss,112
57,27,loss,93
24,37,loss,107
74,51,loss,110
70,28,win,112
65,25,win,93
45,57,loss,107
24,40,loss,112
26,40,loss,107
45,38,win,112
27,26,loss,109
37,51,win,93
57,48,win,112
52,65,win,107
51,28,win,110
69,65,win,93
43,51,win,112
70,26,loss,107
43,35,win,109
56,69,win,112
69,45,win,93
68,40,loss,110
38,57,loss,107
65,40,loss,112
57,74,loss,93
65,20,loss,112
52,54,win,107
40,52,win,109
34,40,win,93
57,37,loss,112
74,52,win,109
24,25,win,112
34,65,loss,107
56,70,loss,112
27,37,loss,93
52,25,win,112
54,40,win,114
51,56,win,115
48,20,loss,114
52,35,win,115
26,54,loss,114
35,74,win,115
57,38,win,114
43,70,loss,115
34,35,win,114
25,44,win,115
52,35,loss,114
74,45,tie,115
20,35,win,114
69,54,tie,115
35,48,win,114
27,54,win,115
65,34,loss,114
54,28,win,93
70,56,win,115
72,24,win,116
52,24,loss,114
52,43,win,93
34,68,win,115
65,28,loss,114
74,28,win,116
45,54,loss,114
68,56,win,115
74,35,loss,114
27,69,win,93
65,28,win,116
70,26,win,114
28,69,win,93
44,54,tie,116
51,26,win,114
51,40,loss,114
40,25,loss,93
38,54,loss,114
44,72,win,116
51,52,loss,93
25,52,loss,93
35,24,win,116
44,43,loss,114
72,65,win,114
56,51,loss,114
25,26,win,93
27,28,loss,114
51,72,win,117
70,40,tie,117
44,70,win,117
48,35,loss,118
48,35,loss,115
26,44,loss,118
44,48,loss,119
69,44,loss,118
